UniProtID,Freq_cut_off
P28827,4.1
P28838,4.1
P28845,4.28
P28906,4.1
P28907,4.1
P28908,4.1
P29016,4.1
P29017,4.1
P29033,3.112604966791017
P29034,4.1
P29074,4.1
P29083,4.1
P29084,4.1
P29120,3.6843066842895476
P29122,4.1
P29144,4.832673802189571
P29218,4.1
P29274,4.1
P29275,4.1
P29279,4.1
P29317,4.531618695498092
P29320,4.1
P29322,4.1
P29323,4.1
P29350,4.1
P29353,4.1
P29371,4.1
P29372,4.1
P29373,4.1
P29374,4.1
P29375,4.1
P29376,4.1
P29400,3.550350385233212
P29401,4.1
P29459,4.1
P29460,4.1
P29466,4.1
P29474,4.28
P29475,4.1
P29508,4.1
P29536,4.1
P29558,4.1
P29590,4.1
P29597,3.4129640062085214
P29622,4.1
P29692,4.1
P29728,4.1
P29803,4.1
P29965,4.1
P29966,4.1
P29972,4.1
P29973,2.2610245282491896
P29992,4.832458190072894
P30038,4.1
P30039,4.1
P30040,4.1
P30041,4.1
P30043,4.1
P30044,4.1
P30046,4.1
P30047,4.1
P30048,4.1
P30049,4.1
P30050,4.1
P30084,3.3393090334389215
P30085,4.1
P30086,4.1
P30101,4.1
P30153,4.28
P30154,4.1
P30203,4.1
P30260,4.1
P30273,4.1
P30279,4.61706308383377
P30281,4.1
P30291,4.1
P30301,4.28
P30304,4.1
P30305,4.1
P30307,4.1
P30405,4.1
P30411,4.1
P30414,4.1
P30419,4.1
P30511,4.1
P30518,4.1
P30519,4.1
P30520,4.1
P30530,4.1
P30531,3.3193146532634157
P30532,4.1
P30533,4.1
P30536,4.1
P30542,4.1
P30550,4.1
P30556,4.1
P30559,4.1
P30566,2.6454229294772063
P30613,3.104600661156006
P30622,4.1
P30626,4.1
P30679,4.1
P30711,4.1
P30740,4.1
P30793,4.617503875989156
P30825,4.1
P30837,4.1
P30838,4.1
P30872,4.1
P30874,4.1
P30876,4.1
P30926,4.1
P30939,4.1
P30968,2.499686665695901
P30988,4.28
P30989,4.1
P30990,4.1
P31025,4.1
P31040,3.3193146532634157
P31146,4.1
P31150,4.28
P31151,4.1
P31152,4.1
P31153,4.1
P31213,2.499686665695901
P31249,4.1
P31260,4.1
P31268,4.1
P31269,4.1
P31270,4.28
P31271,4.28
P31273,4.1
P31274,4.1
P31276,4.1
P31314,4.1
P31321,4.1
P31323,4.1
P31327,3.409256221219109
P31350,4.1
P31358,4.1
P31371,4.28
P31391,4.1
P31415,4.28
P31431,4.1
P31483,4.18
P31512,4.1
P31513,2.762177377533816
P31629,4.28
P31639,3.8783416875019303
P31641,4.1
P31644,4.28
P31645,4.28
P31689,4.1
P31749,4.1
P31751,4.28
P31785,4.1230672018705805
P31930,4.28
P31937,4.1
P31939,4.1
P31941,4.1
P31942,4.1
P31943,4.1
P31944,4.1
P31946,4.1
P31947,4.1
P31948,4.1
P31949,4.1
P31994,4.28
P31995,4.1
P31997,4.1
P32004,4.72431786790784
P32019,4.1
P32119,4.1
P32121,4.1
P32189,2.8621302327771185
P32238,4.1
P32239,4.1
P32241,4.1
P32242,4.1
P32243,4.0153178983870115
P32245,3.0158626015574965
P32246,4.1
P32247,4.1
P32248,4.1
P32249,4.1
P32297,4.1
P32298,4.1
P32302,4.1
P32320,4.1
P32321,4.1
P32322,3.715501589171955
P32418,4.1
P32455,4.1
P32456,4.1
P32519,4.1
P32745,4.1
P32754,3.540330134918988
P32780,4.1
P32856,4.1
P32881,4.1
P32926,4.1
P32927,4.1
P32929,4.1
P32942,4.1
P32969,4.1
P32970,4.1
P32971,4.1
P33032,4.1
P33076,3.7166716287395274
P33121,4.1
P33151,4.1
P33176,4.1
P33240,4.1
P33241,4.1
P33260,4.1
P33261,4.1
P33316,4.1
P33402,4.1
P33527,4.28
P33681,4.1
P33763,4.1
P33764,4.1
P33778,4.1
P33897,2.3783979443775882
P33908,4.1
P33947,4.1
P33981,4.1
P33991,4.1
P33992,4.1
P33993,4.1
P34059,2.0057523752138384
P34096,4.1
P34130,4.1
P34741,4.1
P34810,4.1
P34896,4.1
P34897,4.1
P34903,4.1
P34910,4.1
P34913,4.18
P34925,4.1
P34931,4.1
P34932,4.1
P34947,4.1
P34949,3.6843066842895476
P34969,4.1
P34972,4.1
P34981,4.1
P34982,4.1
P34998,4.1
P35030,4.1
P35052,4.1
P35070,4.1
P35080,4.1
P35125,4.1
P35212,4.1
P35218,4.1
P35219,4.1
P35221,4.28
P35222,4.0254698858301685
P35225,4.28
P35226,4.1
P35227,4.28
P35228,4.1
P35232,4.1
P35236,4.1
P35237,4.1
P35240,4.28
P35241,4.617586686873733
P35243,4.1
P35244,4.1
P35247,4.1
P35249,4.1
P35250,4.1
P35251,4.1
P35268,4.1
P35269,4.1
P35270,3.682145510668531
P35318,4.1
P35321,4.1
P35326,4.1
P35346,4.1
P35348,4.1
P35354,4.1
P35367,4.1
P35368,4.1
P35372,4.1
P35398,4.28
P35408,4.1
P35414,4.1
P35442,4.1
P35443,4.1
P35452,4.1
P35453,3.3829167941664964
P35462,4.28
P35475,3.6839478386520947
P35498,3.683767478572607
P35499,3.539577285756513
P35503,4.1
P35504,4.1
P35520,2.7553666811204467
P35523,3.2469910180138166
P35527,4.28
P35548,3.320562109278397
P35555,3.7165042871130933
P35556,4.61744087828358
P35557,4.531670396254998
P35558,4.1
P35568,4.28
P35573,3.1423895234457113
P35575,3.4148066977268
P35579,4.183838935865818
P35580,4.1
P35590,4.28
P35606,4.1
P35609,4.28
P35610,4.1
P35611,4.1
P35612,4.1
P35613,4.1
P35625,4.28
P35626,4.1
P35637,4.230474241484657
P35638,4.1
P35658,4.1
P35659,4.1
P35670,2.499686665695901
P35680,3.7149988538824186
P35711,4.28
P35712,4.830525422642265
P35713,4.18
P35716,4.28
P35749,4.832484766604298
P35754,4.1
P35789,4.1
P35790,4.1
P35813,4.1
P35858,4.1
P35869,4.1
P35900,4.1
P35908,4.28
P35913,2.8434417631046385
P35914,4.02505975084438
P35916,3.0704640860012384
P35968,4.28
P35998,4.1
P36021,4.1
P36222,4.28
P36268,4.1
P36269,4.1
P36382,4.28
P36383,4.1
P36402,4.1
P36404,4.28
P36405,4.18
P36406,4.1
P36507,3.540078538119119
P36508,4.1
P36542,4.1
P36543,4.1
P36544,4.1
P36551,4.183838935865818
P36575,4.1
P36578,4.1
P36639,4.1
P36776,4.1
P36871,3.9876141700852337
P36873,4.1
P36888,4.1
P36894,4.28
P36896,4.1
P36897,4.28
P36941,4.1
P36952,4.1
P36954,4.1
P36955,4.230525190185894
P36956,4.28
P36957,4.28
P36959,4.1
P36969,3.010978012869658
P36980,4.1
P37023,3.295388826100549
P37058,4.1
P37059,4.1
P37088,3.470831533309076
P37108,4.1
P37173,3.7251773576246014
P37198,4.1
P37231,3.8828646498464208
P37235,4.1
P37268,4.1
P37275,4.832738802180181
P37287,4.1
P37288,4.1
P37802,4.1
P37837,4.0241570702065514
P37840,4.28
P38117,3.540580369683846
P38159,4.1
P38398,3.682325198270952
P38405,4.28
P38432,4.1
P38435,3.683767478572607
P38484,4.182015081261237
P38567,4.1
P38570,4.1
P38571,4.015380886955618
P38606,4.18
P38646,4.18
P38919,4.1
P38935,3.413635525300967
P38936,4.1
P39019,4.28
P39023,4.1
P39059,4.1
P39060,2.5954964042292947
P39086,4.1
P39210,3.3159917306437143
P39656,4.1
P39687,4.1
P39748,4.1
P39877,4.1
P39880,4.28
P39900,4.1
P39905,4.28
P40121,4.1
P40123,4.1
P40126,4.1
P40145,4.1
P40189,4.1
P40197,4.1
P40198,4.1
P40199,4.1
P40200,4.28
P40222,4.1
P40225,4.28
P40227,4.1
P40238,3.2807491146657863
P40259,4.1
P40261,4.1
P40305,4.1
P40306,4.1
P40337,4.18435053924197
P40394,4.1
P40424,4.832596996559171
P40425,4.1
P40426,4.1
P40429,4.1
P40616,4.1
P40617,4.1
P40692,3.2322335814816707
P40763,4.617649705735036
P40818,4.1
P40855,4.617545279457657
P40879,2.2780180082594663
P40925,4.1
P40926,4.1
P40933,4.1
P40937,4.1
P40938,4.1
P40939,3.6843066842895476
P40967,4.1
P41002,4.1
P41091,4.1
P41134,4.1
P41143,4.1
P41145,4.1
P41146,4.1
P41159,4.1
P41161,4.1
P41162,4.1
P41180,4.184294107226687
P41181,3.684665826676537
P41182,4.1
P41208,4.1
P41212,4.617273528767564
P41214,4.1
P41217,4.1
P41218,4.1
P41219,4.18
P41220,4.1
P41221,4.28
P41222,4.1
P41223,4.1
P41225,4.1
P41226,4.1
P41227,4.722567289500464
P41229,4.72602699623045
P41231,4.1
P41235,3.540078538119119
P41236,4.1
P41238,4.1
P41240,4.1
P41247,4.1
P41250,4.28
P41252,3.6835871933647724
P41271,4.1
P41273,4.1
P41279,4.1
P41439,4.1
P41440,4.1
P41567,4.1
P41586,4.1
P41587,4.1
P41594,4.1
P41595,4.1
P41597,4.1
P41732,4.1
P41743,4.1
P41968,4.1
P41970,4.1
P42025,4.1
P42081,4.1
P42126,4.1
P42127,4.1
P42166,4.1
P42167,4.1
P42224,4.832635397676472
P42226,4.1
P42229,4.1
P42261,4.1
P42262,4.28
P42263,4.1
P42285,4.1
P42330,4.1
P42331,4.1
P42336,4.1
P42338,4.1
P42345,4.28
P42356,3.3176455015289807
P42566,4.1
P42568,4.1
P42574,4.1
P42575,4.1
P42658,4.28
P42677,4.28
P42679,4.1
P42680,4.1
P42681,4.1
P42684,4.1
P42685,4.1
P42694,4.1
P42695,4.1
P42701,3.2050235596299808
P42702,3.239549620084165
P42704,3.317226960048739
P42765,4.1
P42766,4.28
P42768,4.1
P42771,4.28
P42772,4.1
P42773,4.1
P42785,4.1
P42830,4.1
P42857,4.1
P42858,4.18
P42892,4.28
P42898,3.038279512086366
P43003,4.28
P43004,4.28
P43005,4.1
P43007,2.499686665695901
P43026,3.3209766035127677
P43034,4.28
P43080,4.28
P43088,4.1
P43115,4.1
P43119,4.1
P43121,4.1
P43146,2.6361530758327705
P43155,4.1
P43166,4.1
P43220,4.1
P43234,4.1
P43235,3.3188981211274027
P43243,4.28
P43246,2.413858469663093
P43250,4.1
P43251,3.540580369683846
P43268,4.1
P43304,4.28
P43307,4.1
P43320,3.83943543649009
P43351,4.1
P43353,4.1
P43354,4.1
P43355,4.1
P43356,4.1
P43357,4.1
P43358,4.1
P43360,4.1
P43361,4.1
P43364,4.1
P43365,4.1
P43378,4.1
P43403,3.540330134918988
P43405,4.28
P43487,4.1
P43489,4.1
P43490,4.1
P43626,4.1
P43628,4.1
P43629,4.1
P43630,4.1
P43631,4.1
P43632,4.1
P43652,4.1
P43657,4.1
P43681,4.28
P43686,4.1
P43694,3.71566854481242
P43699,4.28
P43897,3.715501589171955
P45378,4.28
P45379,3.7158355646598027
P45381,3.716002648764184
P45452,3.411787697497891
P45844,4.1
P45877,4.1
P45880,4.1
P45954,2.9452797254741925
P45973,4.1
P45974,4.1
P45983,4.1
P45984,4.1
P45985,4.1
P46013,4.1
P46019,4.02604269729266
P46020,3.7816824844408212
P46059,4.1
P46060,4.1
P46063,4.316641318643044
P46087,4.1
P46089,4.1
P46091,4.1
P46092,4.1
P46093,4.1
P46094,4.1
P46098,4.1
P46100,4.7243823282253405
P46108,4.1
P46109,4.1
P46199,4.1
P46379,4.1
P46439,4.1
P46459,4.28
P46527,4.28
P46531,3.714496699882015
P46597,4.1
P46663,4.1
P46695,4.1
P46721,4.1
P46734,4.1
P46736,4.1
P46776,4.1
P46777,4.28
P46778,4.28
P46779,4.1
P46781,4.1
P46782,4.1
P46783,4.28
P46821,3.113943222018512
P46926,4.1
P46934,4.1
P46937,4.28
P46939,4.1
P46940,4.1
P46952,4.1
P46976,3.319730678471124
P46977,4.1
P47211,4.1
P47224,4.1
P47710,4.1
P47712,4.1
P47736,4.1
P47755,4.1
P47756,4.1
P47804,4.1
P47813,4.1
P47869,0.2436058254078607
P47870,4.183838935865818
P47871,4.1
P47872,4.1
P47895,4.1
P47897,3.684126175152859
P47900,4.1
P47901,4.1
P47902,4.1
P47914,4.1
P47928,4.1
P47929,4.1
P47974,4.1
P47985,4.1
P47989,3.4059147691881098
P47992,4.1
P48023,4.28
P48029,4.1
P48039,4.1
P48047,4.1
P48048,3.1052260645612013
P48050,4.1
P48051,4.28
P48052,4.1
P48058,4.28
P48059,4.1
P48061,4.1
P48065,4.1
P48066,4.1
P48067,4.1
P48145,4.1
P48146,4.1
P48147,4.1
P48163,4.1
P48165,4.83276539588964
P48167,3.683226847314341
P48169,4.1
P48200,4.1
P48201,4.1
P48230,4.1
P48304,4.1
P48307,4.1
P48357,3.581949080327747
P48378,4.1
P48380,4.1
P48382,2.6637424502701914
P48426,4.1
P48431,4.1
P48436,4.28
P48443,4.1
P48444,4.28
P48448,4.1
P48449,2.906154734113231
P48454,4.1
P48506,4.1
P48507,4.1
P48509,4.1
P48539,4.1
P48544,4.28
P48546,4.1
P48547,4.28
P48549,4.1
P48551,4.1
P48552,4.28
P48553,4.1
P48556,4.1
P48594,4.1
P48595,4.1
P48634,4.1
P48637,2.239549620084165
P48643,4.1
P48645,4.1
P48651,4.28
P48664,4.1
P48668,4.28
P48681,4.1
P48723,4.1
P48728,2.984975736675375
P48729,4.1
P48730,4.28
P48735,4.1
P48736,4.1
P48739,4.1
P48740,3.683767478572607
P48742,4.1
P48745,4.1
P48751,4.1
P48764,3.539828592252869
P48775,4.1
P48788,4.28
P48960,4.1
P48995,4.1
P49005,4.1
P49006,4.1
P49019,4.1
P49023,4.1
P49069,4.1
P49116,4.1
P49137,4.1
P49146,4.1
P49184,4.1
P49189,4.1
P49190,4.1
P49207,4.1
P49221,4.1
P49238,4.1
P49247,4.1
P49257,4.1
P49279,4.1
P49281,4.1
P49286,4.28
P49321,4.1
P49326,4.1
P49327,4.1
P49335,4.1
P49336,4.28
P49354,4.1
P49356,4.1
P49366,4.1
P49368,4.1
P49407,4.1
P49411,4.1
P49418,4.1
P49419,3.0813475153969443
P49427,4.1
P49447,4.1
P49448,4.28
P49450,4.1
P49454,3.239299385753589
P49458,4.1
P49459,4.1
P49585,3.318481083901998
P49588,4.617419281173741
P49589,4.1
P49590,3.540330134918988
P49591,4.1
P49593,4.1
P49619,4.1
P49638,3.540580369683846
P49639,4.1
P49640,4.1
P49641,4.1
P49642,4.1
P49643,4.1
P49662,4.1
P49674,4.1
P49675,2.984568985898604
P49682,4.1
P49683,4.1
P49685,4.1
P49703,4.1
P49711,3.7133235195003467
P49715,4.28
P49716,4.1
P49720,4.1
P49721,4.1
P49736,4.28
P49746,4.1
P49747,3.682507050942422
P49748,3.2388821468210716
P49753,4.1
P49754,4.1
P49755,4.1
P49756,4.1
P49757,4.1
P49758,4.1
P49759,4.1
P49760,4.1
P49761,4.1
P49763,4.1
P49765,4.1
P49767,4.28
P49768,4.28
P49770,3.009280749102937
P49771,4.1
P49773,3.714665520964948
P49788,4.1
P49789,4.1
P49790,4.1
P49792,3.3201461949092224
P49795,4.1
P49796,4.1
P49798,4.1
P49802,4.1
P49810,4.28
P49815,4.28
P49821,3.540580369683846
P49840,4.1
P49841,4.1
P49842,4.1
P49848,4.1
P49862,4.1
P49863,4.1
P49888,4.1
P49895,4.1
P49901,4.1
P49902,4.5316571011867985
P49903,4.1
P49908,4.1
P49910,4.1
P49913,4.1
P49914,4.1
P49915,4.1
P49916,4.1
P49917,2.499686665695901
P49918,4.600013214884024
P49959,3.2053850993238915
P49961,4.1
P50052,4.1
P50053,4.1
P50135,4.18
P50148,4.1
P50150,4.1
P50151,4.1
P50213,3.3209766035127677
P50219,4.28
P50221,4.1
P50222,4.1
P50225,4.1
P50226,4.1
P50238,4.1
P50281,4.1
P50336,3.181271460604724
P50391,4.1
P50395,4.1
P50402,4.487618488392146
P50406,4.1
P50416,2.446770119086585
P50440,4.531618695498092
P50443,3.320562109278397
P50452,4.1
P50453,4.1
P50454,4.1
P50458,4.1
P50461,3.6843066842895476
P50479,4.1
P50502,4.1
P50539,4.1
P50542,3.3193146532634157
P50548,4.531555185849875
P50549,4.1
P50552,4.1
P50553,4.28
P50570,4.28
P50579,4.1
P50583,4.1
P50591,4.1
P50607,4.1
P50613,4.1
P50616,4.1
P50747,3.8391414693200083
P50748,4.1
P50749,4.1
P50750,4.1
P50851,4.024895989205216
P50876,4.1
P50895,4.1
P50897,4.531504975492931
P50914,4.1
P50990,4.1
P50991,4.1
P50993,4.0151919486501075
P50995,4.28
P51003,4.1
P51114,4.1
P51116,4.1
P51124,4.1
P51148,4.1
P51149,4.28
P51151,4.1
P51153,4.1
P51157,4.1
P51159,3.320562109278397
P51160,3.382376987301846
P51161,4.1
P51164,4.1
P51168,2.8434417631046385
P51170,4.18
P51172,4.1
P51178,4.18
P51397,4.1
P51398,4.1
P51449,4.1
P51451,4.28
P51452,4.1
P51460,4.28
P51511,4.1
P51512,4.1
P51513,4.1
P51530,4.617545279457657
P51531,4.28
P51532,4.617462476467479
P51553,4.1
P51570,2.9847953774668428
P51571,4.1
P51572,4.1
P51575,4.1
P51580,4.1
P51582,4.1
P51587,3.6828668000052693
P51589,4.1
P51606,4.1
P51608,3.7211504077182433
P51610,4.1
P51617,4.1
P51636,4.1
P51648,3.684487268483827
P51649,3.716337009941169
P51654,4.726401549493773
P51659,3.280976309044107
P51665,4.1
P51668,4.1
P51671,4.28
P51674,4.1
P51677,4.1
P51679,4.1
P51681,4.1
P51684,4.1
P51685,4.1
P51686,4.1
P51687,3.320562109278397
P51688,3.320562109278397
P51690,4.726866722477577
P51692,3.683046786348123
P51693,4.1
P51784,4.1
P51787,3.3201461949092224
P51788,3.5385524990630115
P51790,4.1
P51793,4.28
P51795,4.48768923637189
P51797,4.28
P51798,3.3201461949092224
P51800,4.1
P51801,2.5860869557005604
P51805,4.1
P51808,4.1
P51809,4.1
P51810,4.012668521041213
P51811,4.1
P51812,4.28
P51813,4.1
P51814,4.1
P51816,4.1
P51817,4.1
P51825,4.1
P51826,4.28
P51828,4.1
P51841,4.1
P51843,4.1
P51854,4.1
P51857,3.0175342827768485
P51858,4.1
P51864,4.1
P51878,4.1
P51884,4.1
P51888,4.1
P51946,4.1
P51948,4.1
P51955,4.1
P51956,4.1
P51957,4.1
P51959,4.1
P51965,4.1
P51970,4.1
P51991,4.1
P51993,4.1
P52179,4.1
P52198,4.1
P52209,4.1
P52272,4.1
P52292,4.1
P52294,4.1
P52298,4.1
P52306,4.1
P52333,2.499686665695901
P52429,4.61622411713082
P52434,4.1
P52435,4.1
P52564,4.1
P52565,4.1
P52566,4.1
P52569,4.1
P52594,4.1
P52597,4.1
P52630,3.7149988538824186
P52655,4.1
P52657,4.1
P52701,3.539828592252869
P52732,4.28
P52735,4.1
P52736,4.1
P52738,4.1
P52739,4.1
P52742,4.1
P52744,4.1
P52747,4.1
P52756,4.1
P52757,4.1
P52758,4.1
P52788,4.1
P52789,4.1
P52790,4.1
P52797,4.1
P52798,4.1
P52799,4.1
P52803,4.1
P52815,4.1
P52823,4.1
P52824,4.1
P52848,4.1
P52849,4.1
P52888,4.1
P52895,4.1
P52907,4.1
P52926,4.28
P52945,4.025879025619063
P52948,4.1
P52951,4.1
P52952,3.6843066842895476
P52954,4.1
P52961,4.1
P53004,4.18
P53007,3.239299385753589
P53041,4.1
P53350,4.1
P53355,4.1
P53365,4.1
P53367,4.1
P53370,4.1
P53384,4.1
P53396,4.1
P53420,3.237710900723828
P53539,4.1
P53567,4.1
P53582,4.1
P53597,3.706889475507854
P53602,4.28
P53609,4.1
P53611,4.1
P53618,4.1
P53621,4.28
P53634,3.320562109278397
P53667,4.1
P53671,4.1
P53672,4.28
P53673,4.1
P53674,4.1
P53675,4.1
P53677,4.1
P53680,4.28
P53701,4.28
P53708,4.1
P53778,4.1
P53779,4.1
P53794,4.1
P53801,4.1
P53803,4.1
P53804,4.1
P53805,4.1
P53814,4.1
P53816,4.1
P53985,4.28
P53990,4.1
P53992,4.1
P53999,4.1
P54098,3.6839478386520947
P54105,4.1
P54107,4.1
P54108,4.1
P54132,3.414973782265517
P54136,3.239549620084165
P54198,4.1
P54219,4.1
P54252,4.28
P54253,4.28
P54257,4.1
P54259,4.28
P54274,4.1
P54277,4.1
P54278,3.683767478572607
P54284,4.1
P54289,4.1
P54296,4.1
P54315,4.1
P54317,4.1
P54368,4.1
P54577,4.531568477798455
P54578,4.1
P54619,4.1
P54646,4.1
P54652,4.1
P54687,4.1
P54707,4.1
P54709,4.1
P54710,4.28
P54725,4.1
P54727,4.1
P54750,4.1
P54753,4.1
P54756,4.1
P54760,3.540330134918988
P54762,4.1
P54764,4.1
P54802,3.3193146532634157
P54803,2.198657356217085
P54819,4.13366657496714
P54821,4.18
P54829,4.1
P54840,2.499686665695901
P54845,3.1842941072266866
P54849,4.1
P54851,4.1
P54852,4.1
P54855,4.1
P54868,3.1842941072266866
P54886,3.2479730752722764
P54920,4.1
P54922,4.1
P55000,3.2483006653736526
P55001,4.1
P55008,4.1
P55010,4.1
P55011,4.8318444295940886
P55017,2.4969301084256097
P55036,4.1
P55039,4.1
P55040,4.1
P55042,4.1
P55055,4.1
P55056,4.1
P55058,4.1
P55060,4.1
P55061,4.1
P55064,4.28
P55072,4.025797443344132
P55073,4.1
P55075,2.9855172641478083
P55081,4.1
P55082,4.1
P55083,4.1
P55084,3.581949080327747
P55085,4.1
P55087,4.1
P55089,4.1
P55107,4.1
P55145,4.1
P55157,3.320562109278397
P55160,4.1
P55196,4.1
P55197,4.28
P55198,4.1
P55199,4.1
P55201,4.02628808981879
P55209,4.1
P55210,4.1
P55211,4.1
P55212,4.1
P55259,4.1
P55263,4.1
P55265,4.355668766427093
P55268,3.7158355646598027
P55273,4.1
P55283,4.1
P55285,4.1
P55286,4.1
P55287,4.18435053924197
P55289,4.1
P55290,4.1
P55291,4.28
P55316,4.28
P55317,4.1
P55318,4.1
P55327,4.1
P55344,4.1
P55345,4.1
P55347,4.1
P55735,4.1
P55769,4.1
P55771,4.832534971156912
P55773,4.1
P55774,4.1
P55786,4.1
P55789,2.762177377533816
P55795,4.28
P55809,2.6952316643323324
P55851,4.1
P55854,4.1
P55884,4.1
P55895,3.3201461949092224
P55899,4.1
P55916,4.18
P55957,4.1
P56134,4.1
P56159,4.1
P56177,4.1
P56178,4.18
P56180,4.1
P56181,4.1
P56182,4.1
P56192,3.4242280984908278
P56199,4.1
P56202,4.1
P56211,4.1
P56270,4.1
P56279,4.1
P56282,4.1
P56373,4.1
P56377,4.1
P56381,4.1
P56470,4.1
P56524,4.1
P56537,4.1
P56539,4.28
P56545,4.1
P56556,4.1
P56557,4.1
P56559,4.1
P56589,3.540330134918988
P56597,4.1
P56645,4.28
P56693,4.28
P56696,3.396896784417993
P56703,4.1
P56704,4.1
P56705,4.18
P56706,4.1
P56715,3.019116199245241
P56730,4.1
P56746,4.1
P56747,4.1
P56748,4.1
P56750,4.1
P56817,4.1
P56851,4.1
P56856,4.1
P56880,4.1
P56915,4.1
P56937,4.1
P56945,4.1
P56962,4.1
P56975,4.1
P57052,4.1
P57053,4.1
P57054,4.1
P57055,4.1
P57057,4.1
P57059,4.28
P57071,4.1
P57073,4.1
P57075,4.1
P57076,4.1
P57078,4.1
P57081,4.1
P57082,3.4141378746522677
P57086,4.1
P57087,4.1
P57088,4.1
P57103,4.1
P57105,4.1
P57678,4.1
P57679,2.9465335551756766
P57682,4.1
P57721,4.1
P57727,3.0187006828071428
P57729,4.1
P57730,4.1
P57735,4.1
P57737,4.1
P57739,4.1
P57740,3.7148321554434154
P57764,4.1
P57768,4.1
P57771,4.1
P57772,4.1
P57789,4.1
P57796,3.7136580697538584
P58004,4.1
P58005,4.1
P58012,4.3147519362280695
P58107,4.1
P58215,4.1
P58304,3.684665826676537
P58335,4.832508391553171
P58340,4.1
P58397,4.1
P58400,3.683767478572607
P58401,4.1
P58418,3.577516859351805
P58499,4.1
P58546,4.1
P58743,4.1
P58753,4.1
P58876,4.1
P59044,4.1
P59046,3.684665826676537
P59047,4.1
P59103,4.28
P59190,4.1
P59510,4.1
P59542,4.1
P59665,4.1
P59666,4.1
P59773,4.1
P59780,4.1
P59817,4.1
P59827,4.1
P59901,4.1
P59910,4.1
P59923,4.1
P59942,4.1
P59990,4.1
P59991,4.1
P59998,4.1
P60006,4.1
P60008,4.1
P60014,4.1
P60022,4.1
P60033,4.1
P60059,4.1
P60174,4.832738802180181
P60201,4.1
P60228,4.1
P60321,4.1
P60323,4.1
P60328,4.1
P60329,4.1
P60368,4.1
P60370,4.1
P60371,4.1
P60372,4.1
P60409,4.1
P60410,4.1
P60411,4.1
P60412,4.1
P60468,4.1
P60484,3.567497305421356
P60507,4.1
P60508,4.1
P60510,4.1
P60520,4.1
P60568,4.1
P60602,4.1
P60604,4.1
P60660,4.1
P60709,4.184237018767021
P60763,4.28
P60842,4.1
P60852,4.1
P60866,4.1
P60880,4.28
P60891,4.1
P60896,4.1
P60900,4.1
P60903,4.1
P60953,4.28
P60981,4.1
P61006,4.1
P61009,4.1
P61011,4.28
P61018,4.1
P61019,4.1
P61020,4.1
P61024,4.1
P61026,4.1
P61073,4.28
P61077,4.1
P61081,4.1
P61086,4.1
P61088,4.1
P61106,4.1
P61158,4.1
P61160,4.1
P61163,4.1
P61165,4.1
P61201,4.1
P61204,4.1
P61218,4.1
P61221,4.1
P61224,4.1
P61225,4.1
P61244,4.28
P61247,4.1
P61254,4.28
P61266,4.28
P61278,4.1
P61289,4.1
P61296,4.1
P61313,4.1
P61326,4.1
P61328,4.28
P61353,4.28
P61371,4.1
P61421,4.1
P61457,4.1
P61513,4.1
P61586,4.1
P61587,4.1
P61599,4.1
P61601,4.1
P61604,4.1
P61619,4.28
P61626,4.28
P61647,4.1
P61758,4.1
P61764,4.28
P61769,4.18
P61803,4.1
P61812,4.025879025619063
P61916,4.616958798497712
P61923,4.1
P61925,4.1
P61927,4.1
P61952,4.1
P61956,4.1
P61960,4.1
P61962,4.1
P61964,4.1
P61966,4.1
P61968,4.1
P61970,4.1
P61978,4.83261176581784
P61981,4.28
P62068,4.1
P62070,4.28
P62072,4.1
P62079,4.1
P62081,4.28
P62136,4.1
P62140,4.28
P62166,4.1
P62191,4.1
P62195,4.1
P62241,4.1
P62244,4.28
P62249,4.1
P62253,4.1
P62256,4.1
P62258,4.1
P62263,4.1
P62266,4.28
P62269,4.1
P62273,4.28
P62277,4.1
P62280,4.1
P62304,4.28
P62306,4.1
P62308,4.1
P62310,4.1
P62312,4.1
P62314,4.1
P62316,4.1
P62318,4.1
P62324,4.1
P62328,4.1
P62330,4.1
P62333,4.1
P62341,4.1
P62380,4.1
P62424,4.1
P62487,4.1
P62491,4.1
P62495,4.1
P62508,4.1
P62633,4.28
P62699,4.1
P62701,4.1
P62714,4.1
P62736,4.28
P62745,4.1
P62750,4.1
P62753,4.1
P62760,4.1
P62805,4.1
P62807,4.1
P62820,4.1
P62826,4.1
P62829,4.1
P62834,4.1
P62837,4.1
P62841,4.1
P62847,4.28
P62851,4.1
P62854,4.28
P62857,4.28
P62861,4.1
P62873,4.28
P62875,4.1
P62877,4.1
P62879,4.1
P62888,4.1
P62891,4.1
P62899,4.1
P62906,4.1
P62910,4.1
P62913,4.28
P62917,4.1
P62937,4.1
P62942,4.1
P62945,4.1
P62952,4.1
P62955,4.1
P62979,4.1
P62987,4.1
P62993,4.1
P62995,4.1
P63000,4.28
P63010,4.1
P63027,4.28
P63092,4.28
P63096,4.1
P63098,4.1
P63104,4.1
P63128,4.1
P63146,4.1
P63151,4.1
P63162,4.28
P63165,4.1
P63167,4.1
P63172,4.1
P63173,4.1
P63208,4.1
P63211,4.1
P63218,4.1
P63220,4.1
P63241,4.28
P63244,4.1
P63252,4.832712210099069
P63261,4.28
P63267,3.7534546439729097
P63272,4.1
P63279,4.1
P63316,4.184123527957499
P67775,4.28
